rank,page,category,category_full,cat_level_1,cat_level_2,title,asin,link,rating,review_count,price_raw,price_norm,price_segment,review_density,norm_review_density,scraped_at
1,1,Best Sellers in Pet Supplies,Pet Supplies,Pet Supplies,,"Amazon Basics Dog and Puppy Pee Pads, 5-Layer Leak-Proof Super Absorbent, Quick-Dry Surface, Potty Training, Regular (22x22""), 100 Count, Blue & White",B00MW8G62E,https://www.amazon.com/Amazon-Basics-Leak-Proof-Quick-Dry-Absorbency/dp/B00MW8G62E/ref=zg_bs_g_pet-supplies_d_sccl_1/145-8561872-7371915?psc=1,4.5,222912.0,$18.08,18.08,Mid,222912.0,1.0,2025-10-25
2,1,Best Sellers in Pet Supplies,Pet Supplies,Pet Supplies,,Dr. Elsey's Ultra UnScented Clumping Clay Cat Litter 40 lb. Bag,B0009X29WK,https://www.amazon.com/Dr-Elseys-Premium-Clumping-Litter/dp/B0009X29WK/ref=zg_bs_g_pet-supplies_d_sccl_2/145-8561872-7371915?psc=1,4.3,90441.0,$20.99,20.99,Mid,45220.5,0.202687458423808,2025-10-25
3,1,Best Sellers in Pet Supplies,Pet Supplies,Pet Supplies,,"Fresh Step Clumping Cat Litter, Multi-Cat, Long Lasting Odor Control Kitty Litter with Activated Charcoal, Low Dust Formula, 14 lb",B000VDR8LA,https://www.amazon.com/Fresh-Step-Multi-Cat-Febreze-Shield/dp/B000VDR8LA/ref=zg_bs_g_pet-supplies_d_sccl_3/145-8561872-7371915?psc=1,4.6,89134.0,$10.49,10.49,Low,29711.33333333333,0.1330968866028218,2025-10-25
1,1,Best Sellers in Software,Software,Software,,"[OLD VERSION] TurboTax Deluxe 2024 Tax Software, Federal & State Tax Return [PC/MAC Download]",B0DHYGWYJ6,https://www.amazon.com/TurboTax-Deluxe-Software-Federal-Download/dp/B0DHYGWYJ6/ref=zg_bs_g_software_d_sccl_1/145-8561872-7371915?psc=1,4.3,14098.0,$79.99,79.99,Mid,14098.0,1.0,2025-10-25
2,1,Best Sellers in Software,Software,Software,,"Microsoft Office Home 2024 | Classic Apps: Word, Excel, PowerPoint | One-Time Purchase for 1 PC/MAC | Instant Download | Formerly Home & Student 2021 [PC/Mac Online Code]",B0DGVQMGBB,https://www.amazon.com/Microsoft-Office-Home-2024-Classic/dp/B0DGVQMGBB/ref=zg_bs_g_software_d_sccl_2/145-8561872-7371915?psc=1,4.2,1292.0,$149.99,149.99,High,646.0,0.0458206310803121,2025-10-25
3,1,Best Sellers in Software,Software,Software,,"McAfee Total Protection 2026 Ready 5-Device | AntiVirus Software 2026 for PC, Secure VPN, Password Manager, Identity Monitoring | 1 Year Subscription Auto-Renewal",B0BB2GF9WW,https://www.amazon.com/McAfee-Protection-Exclusive-Monitoring-Subscription/dp/B0BB2GF9WW/ref=zg_bs_g_software_d_sccl_3/145-8561872-7371915?psc=1,4.3,1917.0,$19.99,19.99,Low,639.0,0.0453241059849778,2025-10-25
1,1,Best Sellers in Sports & Outdoors,Sports & Outdoors,Sports,Outdoors,"Owala FreeSip Insulated Stainless Steel Water Bottle with Straw, BPA-Free Sports Water Bottle, Great for Travel, 24 Oz, Black Cherry",B0FJN3BTPV,https://www.amazon.com/Owala-FreeSip-Insulated-Stainless-BPA-Free/dp/B0FJN3BTPV/ref=zg_bs_g_sporting-goods_d_sccl_1/145-8561872-7371915?psc=1,4.7,92749.0,$29.99,29.99,High,92749.0,1.0,2025-10-25
2,1,Best Sellers in Sports & Outdoors,Sports & Outdoors,Sports,Outdoors,"Owala FreeSip Sway Insulated Stainless Steel Water Bottle with Two-Way Spout, Built-In Straw and Bucket Handle, Made for Travel, School, and Sports, 30oz, BPA Free, Leak Proof, Black Cherry",B0FK124QCT,https://www.amazon.com/Owala-FreeSip-Insulated-Stainless-Two-Way/dp/B0FK124QCT/ref=zg_bs_g_sporting-goods_d_sccl_2/145-8561872-7371915?psc=1,4.8,1273.0,$34.99,34.99,High,636.5,0.0067484620549733,2025-10-25
3,1,Best Sellers in Sports & Outdoors,Sports & Outdoors,Sports,Outdoors,Amazon Basics Neoprene Dumbbell Hand Weights for Exercise and Muscle Toning,B01LR5RBZ8,https://www.amazon.com/AmazonBasics-Pound-Neoprene-Dumbbells-Weights/dp/B01LR5RBZ8/ref=zg_bs_g_sporting-goods_d_sccl_3/145-8561872-7371915?psc=1,4.8,118772.0,$7.99,7.99,Low,39590.66666666666,0.4267922775092663,2025-10-25
1,1,Best Sellers in Sports Collectibles,Sports Collectibles,Sports Collectibles,,2025 Topps Series 1 Baseball - Factory Sealed - Value Box,B0DWYYPRYL,https://www.amazon.com/2025-Topps-Baseball-Factory-Sealed/dp/B0DWYYPRYL/ref=zg_bs_g_sports-collectibles_d_sccl_1/145-8561872-7371915?psc=1,4.6,283.0,$39.51,39.51,Mid,283.0,0.4224547349276311,2025-10-25
2,1,Best Sellers in Sports Collectibles,Sports Collectibles,Sports Collectibles,,"2025 Score Football Series Sealed Blaster Box with 24 Rookies Cards, 18 Insert Cards, a Blaster EXCLUSIVE Parallel and Chance For Rookie Signature Autographs Cam Ward Travis Hunter Jaxson Dart Plus",B0FT78QCLM,https://www.amazon.com/Football-EXCLUSIVE-Parallel-Signature-Autographs/dp/B0FT78QCLM/ref=zg_bs_g_sports-collectibles_d_sccl_2/145-8561872-7371915?psc=1,5.0,1.0,$29.99,29.99,Mid,0.5,0.0007253975888414,2025-10-25
3,1,Best Sellers in Sports Collectibles,Sports Collectibles,Sports Collectibles,,2024-25 Topps Chrome Basketball - Factory Sealed - Value Box,B0F6TRHYDS,https://www.amazon.com/2024-25-Topps-Chrome-Basketball-Factory/dp/B0F6TRHYDS/ref=zg_bs_g_sports-collectibles_d_sccl_3/145-8561872-7371915?psc=1,4.1,113.0,$26.90,26.9,Mid,37.66666666666666,0.0562095522947707,2025-10-25
1,1,Best Sellers in Tools & Home Improvement,Tools & Home Improvement,Tools,Home Improvement,Blink Subscription Plus Plan with monthly auto-renewal,B08JHCVHTY,https://www.amazon.com/Blink-Plus-Plan-monthly-auto-renewal/dp/B08JHCVHTY/ref=zg_bs_g_hi_d_sccl_1/145-8561872-7371915?psc=1,4.4,263260.0,$11.99,11.99,Mid,263260.0,1.0,2025-10-25
2,1,Best Sellers in Tools & Home Improvement,Tools & Home Improvement,Tools,Home Improvement,"Ring Battery Doorbell | Home or business security with Head-to-Toe Video, Live View with Two-Way Talk, and Motion Detection & Alerts (newest model), Satin Nickel",B0BZWRSRWV,https://www.amazon.com/Ring-Battery-Doorbell-Head-to-Toe-Video-Satin-Nickel/dp/B0BZWRSRWV/ref=zg_bs_g_hi_d_sccl_2/145-8561872-7371915?psc=1,4.6,29928.0,$49.99,49.99,High,14964.0,0.0567933750348215,2025-10-25
3,1,Best Sellers in Tools & Home Improvement,Tools & Home Improvement,Tools,Home Improvement,"Homemory 12Pcs Flickering Flameless Candle Battery Operated, 200+Hours Fake Electric LED Tea Lights for Votive, Centerpiece Table Decorations, Wedding, Aniversary, Halloween, Christmas",B01EDKGFGU,https://www.amazon.com/Homemory-Realistic-Flickering-Flameless-Celebration/dp/B01EDKGFGU/ref=zg_bs_g_hi_d_sccl_3/145-8561872-7371915?psc=1,4.7,71605.0,$8.99,8.99,Low,23868.33333333333,0.0906184313824803,2025-10-25
1,1,Best Sellers in Toys & Games,Toys & Games,Toys,Games,PartyWoo Black Balloons 140 pcs Different Sizes Pack of 18 12 10 5 Inch Matte Black Latex Balloon Arch Kit Garland for Graduation Halloween New Year Anniversary Birthday Party Decorations Black-Y18,B0BDQLJMFV,https://www.amazon.com/PartyWoo-Balloons-Different-Birthday-Decorations/dp/B0BDQLJMFV/ref=zg_bs_g_toys-and-games_d_sccl_1/145-8561872-7371915?psc=1,4.4,6444.0,$6.79,6.79,Low,6444.0,0.492342938553081,2025-10-25
2,1,Best Sellers in Toys & Games,Toys & Games,Toys,Games,"PartySticks Ultra Bright Glow Sticks Bulk Party Supplies 100 Pack - 8"" Glow in the Dark Light Up Halloween Party Favors, Glow Decorations, Neon Party Necklaces and Bracelets with Connectors",B00N1QPNMA,https://www.amazon.com/PartySticks-Sticks-Party-Supplies-100pk/dp/B00N1QPNMA/ref=zg_bs_g_toys-and-games_d_sccl_2/145-8561872-7371915?psc=1,4.6,24819.0,$9.99,9.99,Mid,12409.5,0.9481432154956166,2025-10-25
3,1,Best Sellers in Toys & Games,Toys & Games,Toys,Games,"Bezente Assorted Rainbow Latex Balloons, 100 Pack 12 inch Round Helium Bright Color Balloons for Birthday Bridal Shower Wedding Party Decorations",B0BZCHMVTK,https://www.amazon.com/Bezente-Assorted-Balloons-Birthday-Decorations/dp/B0BZCHMVTK/ref=zg_bs_g_toys-and-games_d_sccl_3/145-8561872-7371915?psc=1,4.6,10721.0,$6.99,6.99,Low,3573.6666666666665,0.2730321132658923,2025-10-25
1,1,Best Sellers in Unique Finds,Unique Finds,Unique Finds,,"SkaterTrainers- Skateboard Tricks Fast No Experience Needed- Fun, Safe, and Easy- Ollies, Kickflips and More- All Ages- Accessories Make Great Stocking Stuffers Gifts for Teen Boys and Girls",B01F49C8NI,https://www.amazon.com/Skater-Trainers-Skateboard-Tricks-Skateboarding/dp/B01F49C8NI/ref=zg_bs_g_boost_d_sccl_1/145-8561872-7371915?psc=1,4.6,7146.0,$26.00,26.0,Mid,7146.0,1.0,2025-10-25
2,1,Best Sellers in Unique Finds,Unique Finds,Unique Finds,,"Kinsa Smart,Fever, Digital Medical Baby, Kid and Adult Termometro - Accurate, Fast, FDA Cleared Thermometer for Oral, Armpit or Rectal Temperature Reading - QuickCare",B0795ZW85G,https://www.amazon.com/Kinsa-Smart-Thermometer-Fever-Temperature/dp/B0795ZW85G/ref=zg_bs_g_boost_d_sccl_2/145-8561872-7371915?psc=1,4.4,4626.0,$24.98,24.98,Mid,2313.0,0.3236611217250568,2025-10-25
3,1,Best Sellers in Unique Finds,Unique Finds,Unique Finds,,"The Door Balancer Eliminates The Need for Door Props, Door Stops and Door Wedges",B01ACGXIJQ,https://www.amazon.com/Door-Balancer-Eliminates-Props-Wedges/dp/B01ACGXIJQ/ref=zg_bs_g_boost_d_sccl_3/145-8561872-7371915?psc=1,4.4,1006.0,$7.99,7.99,Low,335.3333333333333,0.046902823579996,2025-10-25
1,1,Best Sellers in Video Games,Video Games,Video Games,,"Roblox Digital Gift Card - 1,000 Robux [Includes Exclusive Virtual Item] [Digital Code]",B07RZ74VLR,https://www.amazon.com/Robux-Roblox-Online-Game-Code/dp/B07RZ74VLR/ref=zg_bs_g_videogames_d_sccl_1/145-8561872-7371915?psc=1,4.5,177593.0,$10.00,10.0,Low,177593.0,1.0,2025-10-25
2,1,Best Sellers in Video Games,Video Games,Video Games,,Luna Premium,B085TRCCT6,https://www.amazon.com/Luna-Plus/dp/B085TRCCT6/ref=zg_bs_g_videogames_d_sccl_2/145-8561872-7371915?psc=1,4.5,43.0,$9.99,9.99,Low,21.5,0.000120862252627,2025-10-25
3,1,Best Sellers in Video Games,Video Games,Video Games,,$10 -PlayStation Store Gift Card [Digital Code],B00GAC1D2G,https://www.amazon.com/PlayStation-Store-Gift-Card-Digital/dp/B00GAC1D2G/ref=zg_bs_g_videogames_d_sccl_3/145-8561872-7371915?psc=1,4.6,272096.0,$10.00,10.0,Low,90698.66666666669,0.510710721661606,2025-10-25
