rank,page,category,category_full,cat_level_1,cat_level_2,title,asin,link,rating,review_count,price_raw,price_norm,price_segment,move_pct,sales_rank_now,sales_rank_was,sales_rank_change,sales_rank_change_abs,move_direction,review_density,norm_review_density,scraped_at
1,1,Movers & Shakers in Computers & Accessories,Computers & Accessories,Computers,Accessories,"TOCOL for Samsung Galaxy S22 Ultra Case, Translucent Matte Hard Back [Military Grade Shockproof] [Anti-Scratch & Anti-Fingerprint] Slim Fit Protective Cover for Galaxy S22 Ultra Case 6.8'', Clear",B09PB7DHKZ,https://www.amazon.com/TOCOL-Samsung-Galaxy-Ultra-Anti-Fingerprint/dp/B09PB7DHKZ/ref=zg_bsms_g_pc_d_sccl_1/136-5094779-5527625?psc=1,4.4,13276.0,$14.93 (converted),14.93,Mid,,,,,,,13276.0,1.0,2025-10-25
2,1,Movers & Shakers in Computers & Accessories,Computers & Accessories,Computers,Accessories,"HP 24 Touchscreen All-in-One Desktop Computer for Home and School, Intel Processor (Beat i3-1110G4), 23.8"" FHD Display, 16GB DDR4 RAM, 512GB PCIe SSD, WiFi 6, Bluetooth, Business AIO, Windows 11 Pro",B0FRGD7F7F,https://www.amazon.com/HP-Touchscreen-Processor-i3-1110G4-Bluetooth/dp/B0FRGD7F7F/ref=zg_bsms_g_pc_d_sccl_2/136-5094779-5527625?psc=1,4.5,3294.0,$49.80 (converted),49.8,Mid,,,,,,,1647.0,0.1240452552765181,2025-10-25
3,1,Movers & Shakers in Computers & Accessories,Computers & Accessories,Computers,Accessories,"HP 14"" Laptop, 1 Year Office 365&AI-Copilot, Intel Processor N150(up to 3.6 GHz), 4G RAM, 256GB Storage (128GB UFS + 128GB Docking Station Set), Long Battery Life, WiFi 6, Windows 11 S, Silver",B0FR8FTK5Z,https://www.amazon.com/HP-14-AI-Copilot-Processor-Storage/dp/B0FR8FTK5Z/ref=zg_bsms_g_pc_d_sccl_3/136-5094779-5527625?psc=1,4.5,1154.0,$278.91 (converted),278.91,High,,,,,,,384.6666666666667,0.0289599622370528,2025-10-25
1,1,Movers & Shakers in Electronics,Electronics,Electronics,,"2 Pack Surge Protector, 5 Outlets Extender with 4 USB Ports(USB C), 3-Side 1680J Power Strip Multi Plug Outlet Expander, USB Wall Charger, Outlet Splitter Adapter Wall Mount for Home Office ETL Listed",B0FGQBZKYL,https://www.amazon.com/Protector-Outlets-Extender-Expander-Splitter/dp/B0FGQBZKYL/ref=zg_bsms_g_electronics_d_sccl_1/136-5094779-5527625?psc=1,4.7,7855.0,$12.94 (converted),12.94,Low,142.0,164.0,398.0,234.0,234.0,up,7855.0,0.8702756479625327,2025-10-25
2,1,Movers & Shakers in Electronics,Electronics,Electronics,,"Travel Power Strip, ORICO 4 Outlets 3 USB Ports (1 USB C) with 4FT Wrapped Short Extension Cord Small Power Strip, Compact for Hotel Travel Essentials Cruise Approved-AP3",B0CB2W8LQ7,https://www.amazon.com/ORICO-Outlets-Extension-Essentials-Approved-Black/dp/B0CB2W8LQ7/ref=zg_bsms_g_electronics_d_sccl_2/136-5094779-5527625?psc=1,4.8,817.0,$21.90 (converted),21.9,Mid,125.0,266.0,601.0,335.0,335.0,up,408.5,0.0448976565133317,2025-10-25
3,1,Movers & Shakers in Electronics,Electronics,Electronics,,"Szwdo Wireless Earbuds, ENC Noise Cancelling Ear Buds with Smart Touchscreen Case, 48H Playtime for Sports & Working, Bass Stereo Sound, Bluetooth 5.4 Headphones for iPhone 17/16/15/14/13/Android",B0FLQBWXQ8,https://www.amazon.com/Szwdo-Cancelling-Touchscreen-Bluetooth-Headphones/dp/B0FLQBWXQ8/ref=zg_bsms_g_electronics_d_sccl_3/136-5094779-5527625?psc=1,4.8,1302.0,$38.84 (converted),38.84,Mid,117.0,397.0,863.0,466.0,466.0,up,434.0,0.0477241036740052,2025-10-25
1,1,Movers & Shakers in Entertainment Collectibles,Entertainment Collectibles,Entertainment Collectibles,,Playboy 2003 Edition Playmate of the Year Collector Cards Pack,B0FRYVFWSN,https://www.amazon.com/Playboy-2003-Playmate-Collector-Cards/dp/B0FRYVFWSN/ref=zg_bsms_g_entertainment-collectibles_d_sccl_1/136-5094779-5527625?psc=1,,,$7.92 (converted),7.92,Mid,,,,,,,,,2025-10-25
2,1,Movers & Shakers in Entertainment Collectibles,Entertainment Collectibles,Entertainment Collectibles,,Captain Planet and the Planeteers (Dynamite) #4A VF/NM ; Dynamite comic book,B0FQKNFWRV,https://www.amazon.com/Captain-Planet-Planeteers-Dynamite-comic/dp/B0FQKNFWRV/ref=zg_bsms_g_entertainment-collectibles_d_sccl_2/136-5094779-5527625?psc=1,,,$6.96 (converted),6.96,Low,,,,,,,,,2025-10-25
3,1,Movers & Shakers in Entertainment Collectibles,Entertainment Collectibles,Entertainment Collectibles,,Wolverines and Deadpools #2 VF/NM ; Marvel comic book | Wolverine Deadpool Laura Kinney,B0FMGKGKDY,https://www.amazon.com/Wolverines-Deadpools-Marvel-Wolverine-Deadpool/dp/B0FMGKGKDY/ref=zg_bsms_g_entertainment-collectibles_d_sccl_3/136-5094779-5527625?psc=1,,,$6.96 (converted),6.96,Low,,,,,,,,,2025-10-25
1,1,Movers & Shakers in Gift Cards,Gift Cards,Gift Cards,,Nintendo eShop Gift Card,B07ZQZ4MGR,https://www.amazon.com/Nintendo-America-Posa-Gift-Card/dp/B07ZQZ4MGR/ref=zg_bsms_g_gift-cards_d_sccl_1/136-5094779-5527625?psc=1,4.8,891.0,$34.86 (converted),34.86,Mid,12.0,170.0,191.0,21.0,21.0,up,891.0,0.1805741691488473,2025-10-25
2,1,Movers & Shakers in Gift Cards,Gift Cards,Gift Cards,,Bloomin Brands Inc. Outback Steakhouse Multibrand Restaurant Gift Card,B08JJF1F6Z,https://www.amazon.com/Bloomin-Multibrand-Gift-Card-100/dp/B08JJF1F6Z/ref=zg_bsms_g_gift-cards_d_sccl_2/136-5094779-5527625?psc=1,4.8,496.0,$24.90 (converted),24.9,Low,9.0,252.0,276.0,24.0,24.0,up,248.0,0.0501632472888224,2025-10-25
3,1,Movers & Shakers in Gift Cards,Gift Cards,Gift Cards,,SUBWAY Gift Card,B0CHMDX1ZW,https://www.amazon.com/SUBWAY-VariableDenomination-Gift-Card/dp/B0CHMDX1ZW/ref=zg_bsms_g_gift-cards_d_sccl_3/136-5094779-5527625?psc=1,4.7,55.0,$24.90 (converted),24.9,Low,7.0,289.0,311.0,22.0,22.0,up,18.33333333333333,0.0035830890920587,2025-10-25
1,1,Movers & Shakers in Grocery & Gourmet Food,Grocery & Gourmet Food,Grocery,Gourmet Food,"Coke Zero Sugar Diet Soda Soft Drink, 16.9 fl oz, 6 Pack",B00FU1YIEI,https://www.amazon.com/Coca-Cola-Zero-Sugar-16-9-Pack/dp/B00FU1YIEI/ref=zg_bsms_g_grocery_d_sccl_1/136-5094779-5527625?psc=1,4.6,5680.0,$3.96 (converted),3.96,Low,62.0,254.0,414.0,160.0,160.0,up,5680.0,0.255671063287514,2025-10-25
2,1,Movers & Shakers in Grocery & Gourmet Food,Grocery & Gourmet Food,Grocery,Gourmet Food,"Red Raspberries, 6 oz",B000P6G12U,https://www.amazon.com/Fresh-Produce-Brands-May-Vary/dp/B000P6G12U/ref=zg_bsms_g_grocery_d_sccl_2/136-5094779-5527625?psc=1,4.6,31823.0,,,unknown,41.0,90.0,127.0,37.0,37.0,up,15911.5,0.7173719069525654,2025-10-25
3,1,Movers & Shakers in Grocery & Gourmet Food,Grocery & Gourmet Food,Grocery,Gourmet Food,Banana Bunch (4-5 Count),B07ZLFPXHC,https://www.amazon.com/Dole-Banana-Bunch-4-5-Count/dp/B07ZLFPXHC/ref=zg_bsms_g_grocery_d_sccl_3/136-5094779-5527625?psc=1,4.5,66524.0,$0.99 (converted),0.99,Low,38.0,13.0,18.0,5.0,5.0,up,22174.666666666668,1.0,2025-10-25
1,1,Movers & Shakers in Handmade Products,Handmade Products,Handmade Products,,Crystal Vibe African Turquoise Bracelet for Good Luck and Prosperity - Attract Positive Energy and Promote Overall Well-being - 8mm Beaded Bracelet for Spiritual Growth - Elastic Adjustable Size,B0DD3VWLSG,https://www.amazon.com/Crystal-Vibe-Turquoise-Bracelet-Prosperity/dp/B0DD3VWLSG/ref=zg_bsms_g_handmade_d_sccl_1/136-5094779-5527625?psc=1,4.5,1702.0,$25.89 (converted),25.89,High,,,,,,,1702.0,1.0,2025-10-25
2,1,Movers & Shakers in Handmade Products,Handmade Products,Handmade Products,,"Large 1.25-2.0” Natural Aquamarine Raw Crystal Stone,Healing Gemstone for Reiki, Chakra Balancing, Meditation & Crystal Collection – Raw Aquamarine Mineral for Calmness, Clarity & Inner Peace",B0FHKRMBQV,https://www.amazon.com/1-25-2-0-Aquamarine-Balancing-Meditation-Collection/dp/B0FHKRMBQV/ref=zg_bsms_g_handmade_d_sccl_2/136-5094779-5527625?psc=1,4.3,234.0,$5.97 (converted),5.97,Low,,,,,,,117.0,0.068675924731645,2025-10-25
3,1,Movers & Shakers in Handmade Products,Handmade Products,Handmade Products,,"Brevynx Handmade 25Pcs Pocket Wooden Cross Fidget in bulk with Organza Bags - Stress Relief Cross My Heart for Christian, Religious Easter Day Gifts",B0DXKJ5KZD,https://www.amazon.com/Handmade-25Pcs-Wooden-Cross-Fidget/dp/B0DXKJ5KZD/ref=zg_bsms_g_handmade_d_sccl_3/136-5094779-5527625?psc=1,4.8,214.0,$39.84 (converted),39.84,High,210.0,147.0,456.0,309.0,309.0,up,71.33333333333333,0.0418428230887923,2025-10-25
1,1,Movers & Shakers in Health & Household,Health & Household,Health,Household,"Energizer MAX 9V Batteries (2 Pack), 9 Volt Alkaline Batteries - Packaging May Vary",B004R16728,https://www.amazon.com/Energizer-Alkaline-Volt-Battery-2-Count/dp/B004R16728/ref=zg_bsms_g_hpc_d_sccl_1/136-5094779-5527625?psc=1,4.8,24282.0,$7.36 (converted),7.36,Mid,,,,,,,24282.0,1.0,2025-10-25
2,1,Movers & Shakers in Health & Household,Health & Household,Health,Household,"Energizer A23 Batteries, A23 Battery Alkaline, 2 Count",B00004YK10,https://www.amazon.com/Energizer-Mercury-Alkaline-Batteries-Packaging/dp/B00004YK10/ref=zg_bsms_g_hpc_d_sccl_2/136-5094779-5527625?psc=1,4.8,41203.0,$5.26 (converted),5.26,Low,,,,,,,20601.5,0.8483039983479551,2025-10-25
3,1,Movers & Shakers in Health & Household,Health & Household,Health,Household,"Silicone Scar Sheets,Silicone Scar Tape,Silicone Scar Removal Strips for Surgical,C-Section,Tummy Tuck,Keloid Scars (1.6""X 59"" Roll-1.5M) Keloid Bump Removal",B0D8J5SV3C,https://www.amazon.com/Silicone-Surgical-Removal-C-Section-Roll-1-5M/dp/B0D8J5SV3C/ref=zg_bsms_g_hpc_d_sccl_3/136-5094779-5527625?psc=1,4.4,6097.0,$9.84 (converted),9.84,Mid,,,,,,,2032.3333333333333,0.0829546334943312,2025-10-25
1,1,Movers & Shakers in Home & Kitchen,Home & Kitchen,Home,Kitchen,"GORILLA GRIP Patented Square Shower Stall Mat, Small Bathtub Floor Mats for Stand Up Showers, Suction Cups and Drainage Holes, Machine Wash, Soft on Feet, Bathroom Accessories 21x21 Inch, Beige Opaque",B0BDNTTFC1,https://www.amazon.com/Gorilla-Grip-Shower-Stall-Mat/dp/B0BDNTTFC1/ref=zg_bsms_g_home-garden_d_sccl_1/136-5094779-5527625?psc=1,4.5,107472.0,$21.90 (converted),21.9,Mid,,,,,,,107472.0,1.0,2025-10-25
2,1,Movers & Shakers in Home & Kitchen,Home & Kitchen,Home,Kitchen,"2 Pack Air Purifiers For Home Bedroom, Honeyuan H13 HEPA Air purifier with 360°Air Intake, Coverage up to 650ft², 3 Fan Speeds, Low to 24dB",B0C26WN2XN,https://www.amazon.com/Purifiers-Honeyuan-purifier-Coverage-Filtration/dp/B0C26WN2XN/ref=zg_bsms_g_home-garden_d_sccl_2/136-5094779-5527625?psc=1,4.4,2748.0,$27.88 (converted),27.88,Mid,,,,,,,1374.0,0.0126249286346155,2025-10-25
3,1,Movers & Shakers in Home & Kitchen,Home & Kitchen,Home,Kitchen,"Barossa Design Narrow Shower Curtain Liner with 3 Magnets - Waterproof PEVA Shower Liner for Small Bathroom Stall, PVC Free, Metal Grommets - Clear, 32X72",B087P5ST4B,https://www.amazon.com/Narrow-Shower-Curtain-Liner-Magnets/dp/B087P5ST4B/ref=zg_bsms_g_home-garden_d_sccl_3/136-5094779-5527625?psc=1,4.5,86821.0,$8.92 (converted),8.92,Low,66.0,3.0,5.0,2.0,2.0,up,28940.33333333333,0.2691642634220947,2025-10-25
1,1,Movers & Shakers in Kindle Store,Kindle Store,Kindle Store,,Unexplained: Real-Life Supernatural Stories (Scary Gift for Fans of Ghost Stories and Paranormal Podcasts),B07VXYJXH3,https://www.amazon.com/Unexplained-Real-Life-Supernatural-Stories-Uncertain-ebook/dp/B07VXYJXH3/ref=zg_bsms_g_digital-text_d_sccl_1/136-5094779-5527625?psc=1,4.4,644.0,$9.95 (converted),9.95,High,,,,,,,644.0,0.1014190294876557,2025-10-25
2,1,Movers & Shakers in Kindle Store,Kindle Store,Kindle Store,,Patsy's Italian Family Cookbook: TK,B00NE06T4Y,https://www.amazon.com/Patsys-Italian-Family-Cookbook-Scognamillo-ebook/dp/B00NE06T4Y/ref=zg_bsms_g_digital-text_d_sccl_2/136-5094779-5527625?psc=1,4.7,257.0,$1.98 (converted),1.98,Low,,,,,,,128.5,0.0202334093923313,2025-10-25
3,1,Movers & Shakers in Kindle Store,Kindle Store,Kindle Store,,The Boy at the Door,B077CNPGFC,https://www.amazon.com/Boy-at-Door-Alex-Dahl-ebook/dp/B077CNPGFC/ref=zg_bsms_g_digital-text_d_sccl_3/136-5094779-5527625?psc=1,4.0,373.0,$1.98 (converted),1.98,Low,,,,,,,124.33333333333331,0.019577204897542,2025-10-25
1,1,Movers & Shakers in Kitchen & Dining,Kitchen & Dining,Kitchen,Dining,Gas One 12 Pack 6 Hour Chafing Fuel - Food Warmer for Chafing Dish Buffet Set - Reusable Liquid Safe Fuel With Wick & Lid Opener,B084TC8D4L,https://www.amazon.com/Gas-pack-Hour-Chafing-Fuel/dp/B084TC8D4L/ref=zg_bsms_g_kitchen_d_sccl_1/136-5094779-5527625?psc=1,4.7,9320.0,$45.81 (converted),45.81,High,,,,,,,9320.0,0.9557568711821182,2025-10-25
2,1,Movers & Shakers in Kitchen & Dining,Kitchen & Dining,Kitchen,Dining,"ChefAide Ice Cube Tray with Lid, 4 Packs 56 Cubes Durable Stackable Ice Cube Trays for Freezer with Removable Lids, Easy-Release Plastic & Silicone Ice Tray for Cocktail, Coffee",B0C1LB9CKH,https://www.amazon.com/ChefAide-Ice-Cube-Tray-Lid/dp/B0C1LB9CKH/ref=zg_bsms_g_kitchen_d_sccl_2/136-5094779-5527625?psc=1,4.5,4470.0,$6.96 (converted),6.96,Low,,,,,,,2235.0,0.228925453723937,2025-10-25
3,1,Movers & Shakers in Kitchen & Dining,Kitchen & Dining,Kitchen,Dining,"QZYL 4 PCS Picnic Table Cover with Bench Covers, Black Plastic Table Cloths, 54 X 108 in Disposable Waterproof Rectangle Table Covers for Camping Birthdays Weddings Parties Christmas",B0DZCZGH71,https://www.amazon.com/QZYL-Disposable-Waterproof-Rectangle-Birthdays/dp/B0DZCZGH71/ref=zg_bsms_g_kitchen_d_sccl_3/136-5094779-5527625?psc=1,4.6,488.0,$6.96 (converted),6.96,Low,,,,,,,162.66666666666666,0.0163302562486365,2025-10-25
1,1,Movers & Shakers in Movies & TV,Movies & TV,Movies,TV,Lost in Space (1998) - Collector's Edition [Blu-ray],B0CSBK4259,https://www.amazon.com/Lost-Space-Collectors-Gary-Goldman/dp/B0CSBK4259/ref=zg_bsms_g_movies-tv_d_sccl_1/136-5094779-5527625?psc=1,4.6,2946.0,$7.96 (converted),7.96,Low,,,,,,,2946.0,0.4621455898126741,2025-10-25
2,1,Movers & Shakers in Movies & TV,Movies & TV,Movies,TV,One Battle After Another - Limited Edition Steelbook (4K Ultra HD + Blu-ray + Digital),B0FTF6565S,https://www.amazon.com/One-Battle-After-Another-Steelbook/dp/B0FTF6565S/ref=zg_bsms_g_movies-tv_d_sccl_2/136-5094779-5527625?psc=1,3.6,12.0,$37.84 (converted),37.84,High,,,,,,,6.0,0.0009392764629868,2025-10-25
3,1,Movers & Shakers in Movies & TV,Movies & TV,Movies,TV,Evil Dead (2013) - Limited Edition Steelbook [4K Ultra HD] [4K UHD],B0D4FBQJR6,https://www.amazon.com/Evil-Dead-Limited-Steelbook-Ultra/dp/B0D4FBQJR6/ref=zg_bsms_g_movies-tv_d_sccl_3/136-5094779-5527625?psc=1,4.6,14767.0,$23.97 (converted),23.97,Mid,,,,,,,4922.333333333333,0.7721787226755195,2025-10-25
1,1,Movers & Shakers in Musical Instruments,Musical Instruments,Musical Instruments,,"MENERESAS 3-in-1 Wireless Lavalier Microphone, Omnidirectional Lapel Mic for iOS/Android/Camera, Noise Reduction, Basalt Black",B0FT2KNJ6H,https://www.amazon.com/MENERESAS-Wireless-Microphone-Omnidirectional-Reduction/dp/B0FT2KNJ6H/ref=zg_bsms_g_musical-instruments_d_sccl_1/136-5094779-5527625?psc=1,4.7,218.0,$99.60 (converted),99.6,High,,,,,,,218.0,0.0875372409868443,2025-10-25
2,1,Movers & Shakers in Musical Instruments,Musical Instruments,Musical Instruments,,"Mini Mic Pro (Latest Model) - Professional Wireless Microphone for iPhone, iPad, Android, Lavalier Microphone for Video Recording - iPhone Mic Crystal Clear Recording with USB-C for Content Creators",B0CMJTSVRW,https://www.amazon.com/Mini-Mic-Pro-Professional-Microphone/dp/B0CMJTSVRW/ref=zg_bsms_g_musical-instruments_d_sccl_2/136-5094779-5527625?psc=1,4.3,4979.0,$24.89 (converted),24.89,Mid,150.0,2.0,5.0,3.0,3.0,up,2489.5,1.0,2025-10-25
3,1,Movers & Shakers in Musical Instruments,Musical Instruments,Musical Instruments,,"MLIKOEU Fog Machine, 800W Smoke Machine With 13-Color LED Effects, 3500CFM Smoke Machine Fog Output, Wired And Wireless Remote Control,Ideal For Halloween, Wedding And DJ Stage",B0F939RTM7,https://www.amazon.com/MLIKOEU-Machine-13-Color-Wireless-Halloween/dp/B0F939RTM7/ref=zg_bsms_g_musical-instruments_d_sccl_3/136-5094779-5527625?psc=1,4.4,46.0,$59.76 (converted),59.76,High,106.0,262.0,541.0,279.0,279.0,up,15.333333333333334,0.0061259331168613,2025-10-25
1,1,Movers & Shakers in Office Products,Office Products,Office Products,,"Scotch Classic Desktop Tape Dispenser, Black, 1-inch Core, Made from 100% Recycled Plastic, 1 Dispenser",B00006IF79,https://www.amazon.com/Scotch-Desk-Tape-Dispenser-Black/dp/B00006IF79/ref=zg_bsms_g_office-products_d_sccl_1/136-5094779-5527625?psc=1,4.6,10965.0,$4.73 (converted),4.73,Low,,,,,,,10965.0,0.5280778734123562,2025-10-25
2,1,Movers & Shakers in Office Products,Office Products,Office Products,,"Scotch Magic Tape, Invisible Transparent Tape, 6 Tape Rolls with Dispensers, 3/4 in x 650 in",B0000DH8HQ,https://www.amazon.com/Scotch-Dispensers-Applications-Invisible-Engineered/dp/B0000DH8HQ/ref=zg_bsms_g_office-products_d_sccl_2/136-5094779-5527625?psc=1,4.8,41526.0,$10.95 (converted),10.95,Mid,,,,,,,20763.0,1.0,2025-10-25
3,1,Movers & Shakers in Office Products,Office Products,Office Products,,"LED Note Board with 7 Colors, Includes Adapter, 13""x10"" Led Drawing Board for Kids, Light Up Dry Erase Boards with 7 Markers, Soft Cloth, Hanging Chain, Holiday Trend Gift",B0DY139W8B,https://www.amazon.com/Adapter-Drawing-Invisible-Markers-Hanging/dp/B0DY139W8B/ref=zg_bsms_g_office-products_d_sccl_3/136-5094779-5527625?psc=1,4.8,1262.0,$28.54 (converted),28.54,High,,,,,,,420.6666666666667,0.020208490873507,2025-10-25
1,1,"Movers & Shakers in Patio, Lawn & Garden","Patio, Lawn & Garden",Patio,Lawn,"Yzurbu 24pcs Monarch Butterfly Decor, Yellow Artificial Fake Butterflies Decorations for Fall Autumn Craft, Halloween, Thanksgiving, Christmas",B098B4GX3L,https://www.amazon.com/Yzurbu-Monarch-Butterfly-Artificial-Butterflies/dp/B098B4GX3L/ref=zg_bsms_g_lawn-garden_d_sccl_1/136-5094779-5527625?psc=1,4.6,325.0,$8.96 (converted),8.96,Low,,,,,,,325.0,0.0868170068633568,2025-10-25
2,1,"Movers & Shakers in Patio, Lawn & Garden","Patio, Lawn & Garden",Patio,Lawn,"5 Pack Marshmallow Roasting Sticks Set, Extendable 32in Long Metal Barbecue Skewers with Wooden Handle, for Marshmallow, Hot Dogs, Camping, BBQ, Grill",B0CD6RXJSW,https://www.amazon.com/Marshmallow-Roasting-Extendable-Barbecue-Skewers/dp/B0CD6RXJSW/ref=zg_bsms_g_lawn-garden_d_sccl_2/136-5094779-5527625?psc=1,4.6,898.0,$5.77 (converted),5.77,Low,,,,,,,449.0,0.1199750423388893,2025-10-25
3,1,"Movers & Shakers in Patio, Lawn & Garden","Patio, Lawn & Garden",Patio,Lawn,"AMMZO Meat Thermometer Digital, Instant Read Food Thermometer for Cooking Deep Fry BBQ Oven Grill Smoker Roast and Candy Thermometer, Stocking Stuffers Gifts for Men Women",B09C32DYV1,https://www.amazon.com/AMMZO-Thermometer-Grilling-Waterproof-Backlight/dp/B09C32DYV1/ref=zg_bsms_g_lawn-garden_d_sccl_3/136-5094779-5527625?psc=1,4.6,6661.0,$15.92 (converted),15.92,Mid,234.0,85.0,284.0,199.0,199.0,up,2220.333333333333,0.593635796416793,2025-10-25
1,1,Movers & Shakers in Pet Supplies,Pet Supplies,Pet Supplies,,"Purina Tidy Cats Clumping Multi Cat Litter, Glade Clear Springs - 16 lb. Bag",B0D2FRTPDC,https://www.amazon.com/Purina-Tidy-Cats-Clumping-Springs/dp/B0D2FRTPDC/ref=zg_bsms_g_pet-supplies_d_sccl_1/136-5094779-5527625?psc=1,4.6,4800.0,$25.89 (converted),25.89,Mid,,,,,,,4800.0,0.5035318198168987,2025-10-25
2,1,Movers & Shakers in Pet Supplies,Pet Supplies,Pet Supplies,,"Purina Tidy Cats Lightweight Free and Clean Unscented, Multi-Cat, Clumping, 99.9 Percent Dust Free Cat Litter - 12 lb. Box",B0DZY3T8F9,https://www.amazon.com/Tidy-Cats-Lightweight-Free-Unscented-Multi-Cat/dp/B0DZY3T8F9/ref=zg_bsms_g_pet-supplies_d_sccl_2/136-5094779-5527625?psc=1,4.4,12007.0,$21.89 (converted),21.89,Mid,,,,,,,6003.5,0.630359160388495,2025-10-25
3,1,Movers & Shakers in Pet Supplies,Pet Supplies,Pet Supplies,,"Purina Tidy Cats Lightweight with Glade Clear Springs Multi-Cat, Clumping, Low Dust, Scented Cat Litter - 12 lb. Box",B0F127TWW6,https://www.amazon.com/Tidy-Cats-Lightweight-Multi-Cat-Clumping/dp/B0F127TWW6/ref=zg_bsms_g_pet-supplies_d_sccl_3/136-5094779-5527625?psc=1,4.5,14268.0,$26.88 (converted),26.88,Mid,,,,,,,4756.0,0.4988950080303176,2025-10-25
1,1,Movers & Shakers in Software,Software,Software,,"Spectrasonics Omnisphere 3 — Flagship Synthesizer of Spectrasonics with Thousands of Fresh New Sounds, Faster Access, and Same Size as Omnisphere 2.",B0FWTW314T,https://www.amazon.com/Spectrasonics-Omnisphere-Flagship-Synthesizer-Thousands/dp/B0FWTW314T/ref=zg_bsms_g_software_d_sccl_1/136-5094779-5527625?psc=1,,,$497.07 (converted),497.07,High,,,,,,,,,2025-10-25
2,1,Movers & Shakers in Software,Software,Software,,How to Start a Bingo Hall Plus Business Plan,B00988ISAE,https://www.amazon.com/Start-Bingo-Hall-Plus-Business/dp/B00988ISAE/ref=zg_bsms_g_software_d_sccl_2/136-5094779-5527625?psc=1,2.0,1.0,$29.83 (converted),29.83,Mid,,,,,,,0.5,0.0069245715371862,2025-10-25
3,1,Movers & Shakers in Software,Software,Software,,Lotus Smartsuite Release 4 (Old Verison),B004JBVLKY,https://www.amazon.com/Lotus-Smartsuite-Release-Old-Verison/dp/B004JBVLKY/ref=zg_bsms_g_software_d_sccl_3/136-5094779-5527625?psc=1,1.0,1.0,$79.68 (converted),79.68,Mid,,,,,,,0.3333333333333333,0.0045407026473352,2025-10-25
1,1,Movers & Shakers in Sports & Outdoors,Sports & Outdoors,Sports,Outdoors,Graduated Copper Compression Socks for Men & Women Circulation 8 Pairs 15-20mmHg - Best for Running Athletic Cycling,B07RPDBHBP,https://www.amazon.com/Graduated-Medical-Compression-Circulation-15-20mmHg/dp/B07RPDBHBP/ref=zg_bsms_g_sporting-goods_d_sccl_1/136-5094779-5527625?psc=1,4.5,31267.0,$18.91 (converted),18.91,Mid,,,,,,,31267.0,1.0,2025-10-25
2,1,Movers & Shakers in Sports & Outdoors,Sports & Outdoors,Sports,Outdoors,3 Pack Fleece Lined Leggings Women with Pockets -Warm Winter Yoga Pants for Women Thermal Running Workout Leggings,B0C7G9VHB5,https://www.amazon.com/Leggings-Pockets-Thermal-Running-Workout/dp/B0C7G9VHB5/ref=zg_bsms_g_sporting-goods_d_sccl_2/136-5094779-5527625?psc=1,4.3,2060.0,$27.88 (converted),27.88,High,,,,,,,1030.0,0.0329214597170545,2025-10-25
3,1,Movers & Shakers in Sports & Outdoors,Sports & Outdoors,Sports,Outdoors,2025 Topps Holiday Baseball - Factory Sealed - Advent Calendar,B0FSB24VRB,https://www.amazon.com/2025-Topps-Holiday-Baseball-Calendar/dp/B0FSB24VRB/ref=zg_bsms_g_sporting-goods_d_sccl_3/136-5094779-5527625?psc=1,,,$29.87 (converted),29.87,High,,,,,,,,,2025-10-25
1,1,Movers & Shakers in Sports Collectibles,Sports Collectibles,Sports Collectibles,,Vj Edgecombe 76ers Basketball Rookie Card Panini Instant 2025 Draft Night Card #3 Overall Pick Future Superstar,B0FPBPCK41,https://www.amazon.com/Edgecombe-Basketball-Instant-Overall-Superstar/dp/B0FPBPCK41/ref=zg_bsms_g_sports-collectibles_d_sccl_1/136-5094779-5527625?psc=1,,,$34.36 (converted),34.36,Mid,,,,,,,,,2025-10-25
2,1,Movers & Shakers in Sports Collectibles,Sports Collectibles,Sports Collectibles,,Facsimile Autographed Chauncey Billups Detroit Blue Reprint Laser Auto Basketball Jersey Size Men's XL,B0CZVZCBHT,https://www.amazon.com/Facsimile-Autographed-Chauncey-Billups-Basketball/dp/B0CZVZCBHT/ref=zg_bsms_g_sports-collectibles_d_sccl_2/136-5094779-5527625?psc=1,,,$74.70 (converted),74.7,High,,,,,,,,,2025-10-25
3,1,Movers & Shakers in Sports Collectibles,Sports Collectibles,Sports Collectibles,,Graded 2023 Panini Mosaic Victor Wembanyama #238 Rookie RC Basketball Card PSA 10 Gem Mint,B0DVYP4YDC,https://www.amazon.com/Graded-Panini-Mosaic-Wembanyama-Basketball/dp/B0DVYP4YDC/ref=zg_bsms_g_sports-collectibles_d_sccl_3/136-5094779-5527625?psc=1,,,,,unknown,,,,,,,,,2025-10-25
1,1,Movers & Shakers in Tools & Home Improvement,Tools & Home Improvement,Tools,Home Improvement,"2 Pack Under Cabinet Lighting, 3 Color Temperatures Motion Sensor Light Indoor, LED Rechargeable Cabinet Lights, Stick-On Magnetic Closet Light, Wireless Under Counter Lights for Kitchen, Stair",B0F38NGQ4H,https://www.amazon.com/Lighting-Temperatures-Rechargeable-Magnetic-Wireless/dp/B0F38NGQ4H/ref=zg_bsms_g_hi_d_sccl_1/136-5094779-5527625?psc=1,4.6,6934.0,$18.92 (converted),18.92,Mid,,,,,,,6934.0,1.0,2025-10-25
